customer_sk,customer_id,customer_name,dob,gender,kyc_type,kyc_number,onboard_date,status,loyalty_tier,city,state,country,email,phone,last_updated_ts,gdpr_opt_out
152,CUST000152,Customer_152,04-11-2006,F,PAN,KYC00000152,14-11-2025,ACTIVE,Platinum,Delhi,Delhi,India,customer152@mail.com,-9798916350,27:44.8,Y
153,CUST000153,Customer_153,03-06-2004,M,Aadhaar,KYC00000153,20-10-2021,INACTIVE,Gold,Delhi,Delhi,India,customer153@mail.com,-9546665394,27:44.8,Y
154,CUST000154,Customer_154,24-04-2003,F,Passport,KYC00000154,10-11-2020,ACTIVE,Silver,Bengaluru,Karnataka,India,customer154@mail.com,-9837468374,27:44.8,N
155,CUST000155,Customer_155,04-04-1988,M,PAN,KYC00000155,04-11-2022,ACTIVE,Platinum,Kolkata,West Bengal,India,customer155@mail.com,-9893276073,27:44.8,N
156,CUST000156,Customer_156,14-02-2009,M,Passport,KYC00000156,19-04-2024,ACTIVE,Platinum,Mumbai,Maharashtra,India,customer156@mail.com,-9231244749,27:44.8,N
157,CUST000157,Customer_157,04-01-2014,F,Passport,KYC00000157,30-07-2018,ACTIVE,Platinum,Bengaluru,Karnataka,India,customer157@mail.com,-9435489361,27:44.8,N
158,CUST000158,Customer_158,02-02-2010,M,PAN,KYC00000158,13-05-2025,INACTIVE,Silver,Kolkata,West Bengal,India,customer158@mail.com,-9216198513,27:44.8,N
159,CUST000159,Customer_159,27-08-2000,M,Aadhaar,KYC00000159,09-06-2024,ACTIVE,Gold,Chennai,Tamil Nadu,India,customer159@mail.com,-9702332240,27:44.8,Y
160,CUST000160,Customer_160,03-09-2013,F,PAN,KYC00000160,09-01-2020,ACTIVE,Platinum,Chennai,Tamil Nadu,India,customer160@mail.com,-9918630894,27:44.8,N
161,CUST000161,Customer_161,30-11-1999,M,PAN,KYC00000161,10-08-2019,INACTIVE,Silver,Bengaluru,Karnataka,India,customer161@mail.com,-9252336654,27:44.8,Y
162,CUST000162,Customer_162,18-12-2007,M,Aadhaar,KYC00000162,16-09-2022,INACTIVE,Gold,Kolkata,West Bengal,India,customer162@mail.com,-9269016829,27:44.8,N
163,CUST000163,Customer_163,19-09-1998,M,PAN,KYC00000163,30-09-2019,ACTIVE,Platinum,Bengaluru,Karnataka,India,customer163@mail.com,-9153431973,27:44.8,Y
164,CUST000164,Customer_164,16-01-2004,F,Aadhaar,KYC00000164,22-10-2024,INACTIVE,Gold,Bengaluru,Karnataka,India,customer164@mail.com,-9393310576,27:44.8,Y
165,CUST000165,Customer_165,09-04-1989,F,Aadhaar,KYC00000165,31-03-2019,ACTIVE,Platinum,Chennai,Tamil Nadu,India,customer165@mail.com,-9828518977,27:44.8,N
166,CUST000166,Customer_166,03-02-2014,F,PAN,KYC00000166,22-06-2020,INACTIVE,Platinum,Chennai,Tamil Nadu,India,customer166@mail.com,-9158821592,27:44.8,Y
167,CUST000167,Customer_167,08-09-1997,M,PAN,KYC00000167,12-11-2020,ACTIVE,Gold,Mumbai,Maharashtra,India,customer167@mail.com,-9228832122,27:44.8,Y
168,CUST000168,Customer_168,26-06-2003,M,PAN,KYC00000168,07-04-2022,ACTIVE,Platinum,Delhi,Delhi,India,customer168@mail.com,-9699924768,27:44.8,N
169,CUST000169,Customer_169,23-12-2001,M,Aadhaar,KYC00000169,18-03-2018,INACTIVE,Silver,Kolkata,West Bengal,India,customer169@mail.com,-9436146198,27:44.8,N
170,CUST000170,Customer_170,23-04-2002,F,Aadhaar,KYC00000170,17-04-2019,INACTIVE,Silver,Chennai,Tamil Nadu,India,customer170@mail.com,-9448717092,27:44.8,Y
171,CUST000171,Customer_171,21-10-2004,F,PAN,KYC00000171,24-11-2022,ACTIVE,Silver,Chennai,Tamil Nadu,India,customer171@mail.com,-9567804015,27:44.8,N
172,CUST000172,Customer_172,11-09-1987,F,Aadhaar,KYC00000172,22-10-2021,ACTIVE,Gold,Chennai,Tamil Nadu,India,customer172@mail.com,-9936571351,27:44.8,Y
173,CUST000173,Customer_173,24-01-2007,M,Passport,KYC00000173,20-09-2023,ACTIVE,Gold,Kolkata,West Bengal,India,customer173@mail.com,-9476990375,27:44.8,Y
174,CUST000174,Customer_174,11-10-1988,M,Aadhaar,KYC00000174,19-03-2020,ACTIVE,Platinum,Mumbai,Maharashtra,India,customer174@mail.com,-9264142592,27:44.8,Y
175,CUST000175,Customer_175,02-05-2012,F,Aadhaar,KYC00000175,28-04-2024,INACTIVE,Platinum,Mumbai,Maharashtra,India,customer175@mail.com,-9706118347,27:44.8,N
176,CUST000176,Customer_176,07-05-1998,M,Aadhaar,KYC00000176,07-10-2018,INACTIVE,Gold,Hyderabad,Telangana,India,customer176@mail.com,-9777944518,27:44.8,N
177,CUST000177,Customer_177,11-09-2010,M,Aadhaar,KYC00000177,10-09-2023,ACTIVE,Gold,Bengaluru,Karnataka,India,customer177@mail.com,-9595792127,27:44.8,N
178,CUST000178,Customer_178,20-09-1986,F,Aadhaar,KYC00000178,11-11-2018,ACTIVE,Platinum,Kolkata,West Bengal,India,customer178@mail.com,-9737888256,27:44.8,N
179,CUST000179,Customer_179,14-03-2010,M,Aadhaar,KYC00000179,30-05-2024,ACTIVE,Gold,Delhi,Delhi,India,customer179@mail.com,-9749619977,27:44.8,N
180,CUST000180,Customer_180,07-12-1990,M,Aadhaar,KYC00000180,28-02-2019,ACTIVE,Platinum,Chennai,Tamil Nadu,India,customer180@mail.com,-9190547621,27:44.8,Y
181,CUST000181,Customer_181,13-04-1995,F,Aadhaar,KYC00000181,17-11-2023,ACTIVE,Gold,Kolkata,West Bengal,India,customer181@mail.com,-9500346676,27:44.8,N
182,CUST000182,Customer_182,03-07-2002,F,Passport,KYC00000182,14-09-2024,ACTIVE,Platinum,Delhi,Delhi,India,customer182@mail.com,-9795038741,27:44.8,N
183,CUST000183,Customer_183,15-12-1998,M,Passport,KYC00000183,10-08-2025,INACTIVE,Gold,Kolkata,West Bengal,India,customer183@mail.com,-9370578323,27:44.8,Y
184,CUST000184,Customer_184,28-10-1987,M,Aadhaar,KYC00000184,24-06-2021,INACTIVE,Silver,Bengaluru,Karnataka,India,customer184@mail.com,-9738920557,27:44.8,Y
185,CUST000185,Customer_185,28-03-2009,F,Passport,KYC00000185,07-09-2021,ACTIVE,Platinum,Bengaluru,Karnataka,India,customer185@mail.com,-9854658809,27:44.8,Y
186,CUST000186,Customer_186,29-03-2014,F,Passport,KYC00000186,22-01-2022,ACTIVE,Gold,Hyderabad,Telangana,India,customer186@mail.com,-9431642332,27:44.8,Y
187,CUST000187,Customer_187,30-06-1999,F,PAN,KYC00000187,16-07-2020,ACTIVE,Silver,Mumbai,Maharashtra,India,customer187@mail.com,-9182855290,27:44.8,N
188,CUST000188,Customer_188,09-12-2006,M,Passport,KYC00000188,11-10-2021,ACTIVE,Platinum,Kolkata,West Bengal,India,customer188@mail.com,-9504499789,27:44.8,Y
189,CUST000189,Customer_189,11-04-1992,M,Passport,KYC00000189,28-11-2022,ACTIVE,Gold,Mumbai,Maharashtra,India,customer189@mail.com,-9491163423,27:44.8,Y
190,CUST000190,Customer_190,22-07-2011,F,Passport,KYC00000190,13-01-2023,ACTIVE,Platinum,Delhi,Delhi,India,customer190@mail.com,-9356805125,27:44.8,N
191,CUST000191,Customer_191,13-11-1992,F,Passport,KYC00000191,25-05-2024,INACTIVE,Gold,Delhi,Delhi,India,customer191@mail.com,-9926178264,27:44.8,N
192,CUST000192,Customer_192,22-09-2006,F,PAN,KYC00000192,28-03-2020,ACTIVE,Gold,Delhi,Delhi,India,customer192@mail.com,-9156027544,27:44.8,N
193,CUST000193,Customer_193,15-01-2009,M,Passport,KYC00000193,15-10-2023,ACTIVE,Gold,Bengaluru,Karnataka,India,customer193@mail.com,-9190060135,27:44.8,Y
194,CUST000194,Customer_194,27-04-2004,M,Aadhaar,KYC00000194,11-01-2019,ACTIVE,Gold,Bengaluru,Karnataka,India,customer194@mail.com,-9475364022,27:44.8,Y
195,CUST000195,Customer_195,22-07-1986,F,Passport,KYC00000195,12-03-2022,ACTIVE,Gold,Delhi,Delhi,India,customer195@mail.com,-9187623080,27:44.8,N
196,CUST000196,Customer_196,06-06-1985,F,PAN,KYC00000196,06-01-2026,ACTIVE,Silver,Mumbai,Maharashtra,India,customer196@mail.com,-9247746347,27:44.8,Y
197,CUST000197,Customer_197,11-05-2005,M,Passport,KYC00000197,06-04-2023,INACTIVE,Platinum,Bengaluru,Karnataka,India,customer197@mail.com,-9105638333,27:44.8,Y
198,CUST000198,Customer_198,25-08-1995,M,PAN,KYC00000198,26-02-2024,INACTIVE,Silver,Kolkata,West Bengal,India,customer198@mail.com,-9933408926,27:44.8,N
199,CUST000199,Customer_199,04-09-1997,M,PAN,KYC00000199,03-09-2020,INACTIVE,Platinum,Mumbai,Maharashtra,India,customer199@mail.com,-9952442583,27:44.8,N
200,CUST000200,Customer_200,20-02-1989,F,Passport,KYC00000200,05-01-2024,ACTIVE,Platinum,Kolkata,West Bengal,India,customer200@mail.com,-9653380385,27:44.8,Y
201,CUST000201,Customer_201,10-08-1990,F,Aadhaar,KYC00000201,07-01-2018,ACTIVE,Silver,Hyderabad,Telangana,India,customer201@mail.com,-9712745410,27:44.8,N
202,CUST000202,Customer_202,20-12-2013,M,Passport,KYC00000202,17-01-2022,ACTIVE,Platinum,Mumbai,Maharashtra,India,customer202@mail.com,-9684203466,27:44.8,Y
203,CUST000203,Customer_203,03-04-2005,M,Passport,KYC00000203,04-05-2022,ACTIVE,Gold,Delhi,Delhi,India,customer203@mail.com,-9902424994,27:44.8,Y
204,CUST000204,Customer_204,13-03-1987,F,PAN,KYC00000204,15-05-2025,ACTIVE,Platinum,Bengaluru,Karnataka,India,customer204@mail.com,-9889400924,27:44.8,N
205,CUST000205,Customer_205,26-02-1986,F,Passport,KYC00000205,18-10-2021,ACTIVE,Platinum,Mumbai,Maharashtra,India,customer205@mail.com,-9598884943,27:44.8,N
206,CUST000206,Customer_206,05-05-1992,M,PAN,KYC00000206,11-01-2026,INACTIVE,Silver,Hyderabad,Telangana,India,customer206@mail.com,-9415081475,27:44.8,Y
207,CUST000207,Customer_207,11-02-1993,M,Aadhaar,KYC00000207,24-06-2021,INACTIVE,Platinum,Kolkata,West Bengal,India,customer207@mail.com,-9608309037,27:44.8,N
208,CUST000208,Customer_208,08-03-2013,M,Aadhaar,KYC00000208,02-01-2022,ACTIVE,Platinum,Kolkata,West Bengal,India,customer208@mail.com,-9456401327,27:44.8,N
209,CUST000209,Customer_209,03-09-2000,F,Aadhaar,KYC00000209,07-12-2022,INACTIVE,Gold,Kolkata,West Bengal,India,customer209@mail.com,-9300593365,27:44.8,N
210,CUST000210,Customer_210,26-06-2006,F,Passport,KYC00000210,28-12-2020,ACTIVE,Platinum,Hyderabad,Telangana,India,customer210@mail.com,-9555802952,27:44.8,Y
211,CUST000211,Customer_211,11-03-2011,M,Passport,KYC00000211,18-04-2021,ACTIVE,Silver,Delhi,Delhi,India,customer211@mail.com,-9185973249,27:44.8,N
212,CUST000212,Customer_212,05-06-1997,F,Aadhaar,KYC00000212,04-10-2024,INACTIVE,Silver,Hyderabad,Telangana,India,customer212@mail.com,-9840629231,27:44.8,N
213,CUST000213,Customer_213,22-03-2004,M,Passport,KYC00000213,15-12-2021,INACTIVE,Gold,Bengaluru,Karnataka,India,customer213@mail.com,-9786624852,27:44.8,Y
214,CUST000214,Customer_214,10-04-2014,F,Aadhaar,KYC00000214,03-10-2023,ACTIVE,Silver,Kolkata,West Bengal,India,customer214@mail.com,-9253308192,27:44.8,N
215,CUST000215,Customer_215,30-10-1989,M,PAN,KYC00000215,27-03-2025,ACTIVE,Gold,Kolkata,West Bengal,India,customer215@mail.com,-9511086686,27:44.8,Y
216,CUST000216,Customer_216,18-01-1991,F,Aadhaar,KYC00000216,04-03-2022,INACTIVE,Silver,Chennai,Tamil Nadu,India,customer216@mail.com,-9716243728,27:44.8,Y
217,CUST000217,Customer_217,17-08-2000,F,Aadhaar,KYC00000217,14-04-2025,ACTIVE,Silver,Chennai,Tamil Nadu,India,customer217@mail.com,-9221814434,27:44.8,Y
218,CUST000218,Customer_218,06-07-1992,F,Passport,KYC00000218,05-05-2022,ACTIVE,Gold,Hyderabad,Telangana,India,customer218@mail.com,-9932111686,27:44.8,N
219,CUST000219,Customer_219,08-03-2004,M,Passport,KYC00000219,15-03-2021,INACTIVE,Silver,Hyderabad,Telangana,India,customer219@mail.com,-9231680838,27:44.8,Y
220,CUST000220,Customer_220,11-06-2004,M,Passport,KYC00000220,29-12-2022,ACTIVE,Platinum,Kolkata,West Bengal,India,customer220@mail.com,-9443154663,27:44.8,N
221,CUST000221,Customer_221,29-01-1987,F,Aadhaar,KYC00000221,08-10-2019,ACTIVE,Gold,Hyderabad,Telangana,India,customer221@mail.com,-9646272230,27:44.8,Y
222,CUST000222,Customer_222,07-03-1993,M,PAN,KYC00000222,17-07-2023,ACTIVE,Gold,Kolkata,West Bengal,India,customer222@mail.com,-9694875899,27:44.8,N
223,CUST000223,Customer_223,29-11-2008,M,Passport,KYC00000223,20-12-2018,ACTIVE,Gold,Delhi,Delhi,India,customer223@mail.com,-9527520925,27:44.8,N
224,CUST000224,Customer_224,05-08-2002,F,Passport,KYC00000224,30-10-2018,ACTIVE,Gold,Chennai,Tamil Nadu,India,customer224@mail.com,-9789705719,27:44.8,Y
225,CUST000225,Customer_225,23-01-2005,F,PAN,KYC00000225,08-03-2024,ACTIVE,Silver,Delhi,Delhi,India,customer225@mail.com,-9564520255,27:44.8,Y
226,CUST000226,Customer_226,29-05-2007,M,Aadhaar,KYC00000226,06-11-2019,ACTIVE,Gold,Kolkata,West Bengal,India,customer226@mail.com,-9861639492,27:44.8,Y
227,CUST000227,Customer_227,11-06-2007,F,PAN,KYC00000227,23-10-2020,ACTIVE,Platinum,Bengaluru,Karnataka,India,customer227@mail.com,-9691461379,27:44.8,N
228,CUST000228,Customer_228,15-03-2012,F,Passport,KYC00000228,26-12-2023,ACTIVE,Platinum,Mumbai,Maharashtra,India,customer228@mail.com,-9788254921,27:44.8,Y
229,CUST000229,Customer_229,19-03-2010,M,PAN,KYC00000229,22-05-2025,ACTIVE,Platinum,Chennai,Tamil Nadu,India,customer229@mail.com,-9144231954,27:44.8,Y
230,CUST000230,Customer_230,16-03-1986,F,Passport,KYC00000230,13-05-2020,INACTIVE,Platinum,Kolkata,West Bengal,India,customer230@mail.com,-9786111482,27:44.8,Y
231,CUST000231,Customer_231,19-04-2012,F,Passport,KYC00000231,22-05-2021,INACTIVE,Silver,Delhi,Delhi,India,customer231@mail.com,-9964027233,27:44.8,N
232,CUST000232,Customer_232,05-07-2004,M,Passport,KYC00000232,03-09-2018,ACTIVE,Gold,Bengaluru,Karnataka,India,customer232@mail.com,-9546270360,27:44.8,N
233,CUST000233,Customer_233,26-04-1993,F,Passport,KYC00000233,12-08-2019,ACTIVE,Platinum,Delhi,Delhi,India,customer233@mail.com,-9442863272,27:44.8,N
234,CUST000234,Customer_234,12-01-1990,F,Passport,KYC00000234,19-04-2024,ACTIVE,Gold,Delhi,Delhi,India,customer234@mail.com,-9359563963,27:44.8,N
235,CUST000235,Customer_235,01-03-1996,F,PAN,KYC00000235,01-08-2019,ACTIVE,Silver,Kolkata,West Bengal,India,customer235@mail.com,-9411612669,27:44.8,N
236,CUST000236,Customer_236,03-12-2002,M,PAN,KYC00000236,03-09-2021,ACTIVE,Silver,Chennai,Tamil Nadu,India,customer236@mail.com,-9919395248,27:44.8,Y
237,CUST000237,Customer_237,04-04-2007,F,Aadhaar,KYC00000237,17-06-2021,INACTIVE,Silver,Delhi,Delhi,India,customer237@mail.com,-9196689382,27:44.8,N
238,CUST000238,Customer_238,04-09-2004,M,PAN,KYC00000238,17-07-2024,ACTIVE,Silver,Chennai,Tamil Nadu,India,customer238@mail.com,-9154267256,27:44.8,N
239,CUST000239,Customer_239,20-12-2010,F,Aadhaar,KYC00000239,08-01-2024,ACTIVE,Silver,Delhi,Delhi,India,customer239@mail.com,-9562705080,27:44.8,Y
240,CUST000240,Customer_240,28-07-2000,F,Aadhaar,KYC00000240,05-07-2018,INACTIVE,Silver,Bengaluru,Karnataka,India,customer240@mail.com,-9712335160,27:44.8,Y
241,CUST000241,Customer_241,25-12-2008,F,PAN,KYC00000241,02-05-2022,INACTIVE,Platinum,Bengaluru,Karnataka,India,customer241@mail.com,-9400347698,27:44.8,Y
242,CUST000242,Customer_242,03-07-1988,F,Aadhaar,KYC00000242,20-10-2021,ACTIVE,Silver,Mumbai,Maharashtra,India,customer242@mail.com,-9313736681,27:44.8,N
243,CUST000243,Customer_243,21-12-1985,M,PAN,KYC00000243,16-07-2019,ACTIVE,Gold,Chennai,Tamil Nadu,India,customer243@mail.com,-9657629160,27:44.8,N
244,CUST000244,Customer_244,12-05-2011,M,Aadhaar,KYC00000244,16-11-2024,ACTIVE,Silver,Mumbai,Maharashtra,India,customer244@mail.com,-9521931679,27:44.8,N
245,CUST000245,Customer_245,04-04-1999,F,Passport,KYC00000245,24-04-2024,ACTIVE,Gold,Chennai,Tamil Nadu,India,customer245@mail.com,-9975903550,27:44.8,Y
246,CUST000246,Customer_246,10-01-1999,M,Aadhaar,KYC00000246,18-07-2024,ACTIVE,Platinum,Bengaluru,Karnataka,India,customer246@mail.com,-9838781151,27:44.8,Y
247,CUST000247,Customer_247,15-06-2005,F,Passport,KYC00000247,27-06-2024,ACTIVE,Platinum,Chennai,Tamil Nadu,India,customer247@mail.com,-9155142095,27:44.8,N
248,CUST000248,Customer_248,07-09-2007,F,PAN,KYC00000248,20-08-2025,ACTIVE,Silver,Mumbai,Maharashtra,India,customer248@mail.com,-9714792550,27:44.8,Y
249,CUST000249,Customer_249,06-01-1985,F,Aadhaar,KYC00000249,12-09-2022,ACTIVE,Gold,Mumbai,Maharashtra,India,customer249@mail.com,-9841418924,27:44.8,Y
250,CUST000250,Customer_250,04-09-2006,F,Passport,KYC00000250,27-02-2026,ACTIVE,Platinum,Delhi,Delhi,India,customer250@mail.com,-9248264846,27:44.8,Y
251,CUST000251,Customer_251,30-09-1998,F,Passport,KYC00000251,24-03-2022,ACTIVE,Silver,Chennai,Tamil Nadu,India,customer251@mail.com,-9593559864,27:44.8,N
252,CUST000252,Customer_252,22-01-2000,F,Passport,KYC00000252,07-06-2023,ACTIVE,Silver,Chennai,Tamil Nadu,India,customer252@mail.com,-9399580744,27:44.8,N
253,CUST000253,Customer_253,08-07-1997,F,Passport,KYC00000253,29-04-2020,INACTIVE,Gold,Mumbai,Maharashtra,India,customer253@mail.com,-9615184909,27:44.8,N
254,CUST000254,Customer_254,07-06-1996,F,PAN,KYC00000254,06-06-2024,INACTIVE,Gold,Chennai,Tamil Nadu,India,customer254@mail.com,-9978726018,27:44.8,N
255,CUST000255,Customer_255,12-03-1997,M,Aadhaar,KYC00000255,04-01-2026,ACTIVE,Gold,Mumbai,Maharashtra,India,customer255@mail.com,-9574997640,27:44.8,N
256,CUST000256,Customer_256,28-08-2005,M,PAN,KYC00000256,16-01-2024,ACTIVE,Platinum,Hyderabad,Telangana,India,customer256@mail.com,-9847508151,27:44.8,N
257,CUST000257,Customer_257,24-01-1989,M,PAN,KYC00000257,27-07-2018,ACTIVE,Platinum,Mumbai,Maharashtra,India,customer257@mail.com,-9350006262,27:44.8,Y
258,CUST000258,Customer_258,15-09-2002,F,Passport,KYC00000258,19-04-2023,ACTIVE,Platinum,Kolkata,West Bengal,India,customer258@mail.com,-9927603663,27:44.8,Y
259,CUST000259,Customer_259,07-11-2008,M,Aadhaar,KYC00000259,28-04-2025,INACTIVE,Gold,Kolkata,West Bengal,India,customer259@mail.com,-9798510510,27:44.8,Y
260,CUST000260,Customer_260,29-07-1998,F,Passport,KYC00000260,31-08-2018,ACTIVE,Platinum,Bengaluru,Karnataka,India,customer260@mail.com,-9716470908,27:44.8,Y
261,CUST000261,Customer_261,03-11-1985,M,Aadhaar,KYC00000261,22-12-2019,ACTIVE,Gold,Chennai,Tamil Nadu,India,customer261@mail.com,-9946066196,27:44.8,N
262,CUST000262,Customer_262,24-02-1997,M,PAN,KYC00000262,07-05-2021,ACTIVE,Gold,Mumbai,Maharashtra,India,customer262@mail.com,-9405545654,27:44.8,N
263,CUST000263,Customer_263,15-07-2008,F,PAN,KYC00000263,28-08-2023,INACTIVE,Gold,Hyderabad,Telangana,India,customer263@mail.com,-9307029571,27:44.8,Y
264,CUST000264,Customer_264,16-06-1991,F,Passport,KYC00000264,19-11-2020,ACTIVE,Silver,Bengaluru,Karnataka,India,customer264@mail.com,-9890937349,27:44.8,N
265,CUST000265,Customer_265,20-08-2009,M,PAN,KYC00000265,07-11-2024,INACTIVE,Gold,Bengaluru,Karnataka,India,customer265@mail.com,-9653278306,27:44.8,N
266,CUST000266,Customer_266,23-02-2002,M,PAN,KYC00000266,30-07-2019,INACTIVE,Gold,Kolkata,West Bengal,India,customer266@mail.com,-9366338438,27:44.8,Y
267,CUST000267,Customer_267,16-05-2001,M,Aadhaar,KYC00000267,29-12-2020,ACTIVE,Gold,Bengaluru,Karnataka,India,customer267@mail.com,-9725412378,27:44.8,Y
268,CUST000268,Customer_268,27-06-2013,F,Passport,KYC00000268,25-08-2020,ACTIVE,Platinum,Bengaluru,Karnataka,India,customer268@mail.com,-9226942873,27:44.8,N
269,CUST000269,Customer_269,01-05-1991,F,Passport,KYC00000269,21-08-2023,ACTIVE,Platinum,Bengaluru,Karnataka,India,customer269@mail.com,-9226074102,27:44.8,N
270,CUST000270,Customer_270,27-09-2011,M,PAN,KYC00000270,02-07-2019,INACTIVE,Silver,Bengaluru,Karnataka,India,customer270@mail.com,-9588529533,27:44.8,N
271,CUST000271,Customer_271,20-10-2008,F,Passport,KYC00000271,13-06-2025,ACTIVE,Silver,Delhi,Delhi,India,customer271@mail.com,-9830511477,27:44.8,Y
272,CUST000272,Customer_272,16-03-2004,F,PAN,KYC00000272,29-04-2024,ACTIVE,Silver,Chennai,Tamil Nadu,India,customer272@mail.com,-9989889276,27:44.8,Y
273,CUST000273,Customer_273,28-03-2008,M,PAN,KYC00000273,05-09-2021,INACTIVE,Silver,Chennai,Tamil Nadu,India,customer273@mail.com,-9830461361,27:44.8,Y
274,CUST000274,Customer_274,29-04-2010,F,PAN,KYC00000274,22-09-2023,INACTIVE,Silver,Hyderabad,Telangana,India,customer274@mail.com,-9586869138,27:44.8,Y
275,CUST000275,Customer_275,20-10-2002,F,Passport,KYC00000275,25-08-2018,INACTIVE,Platinum,Chennai,Tamil Nadu,India,customer275@mail.com,-9966418674,27:44.8,N
276,CUST000276,Customer_276,21-02-1985,F,Aadhaar,KYC00000276,13-01-2018,ACTIVE,Platinum,Hyderabad,Telangana,India,customer276@mail.com,-9178414768,27:44.8,Y
277,CUST000277,Customer_277,15-08-1999,M,Passport,KYC00000277,04-09-2018,ACTIVE,Gold,Delhi,Delhi,India,customer277@mail.com,-9134074972,27:44.8,N
278,CUST000278,Customer_278,28-03-1992,M,Passport,KYC00000278,07-03-2026,INACTIVE,Gold,Delhi,Delhi,India,customer278@mail.com,-9510684273,27:44.8,N
279,CUST000279,Customer_279,06-01-2001,M,Passport,KYC00000279,03-06-2025,ACTIVE,Platinum,Delhi,Delhi,India,customer279@mail.com,-9473414987,27:44.8,Y
280,CUST000280,Customer_280,07-04-2008,F,Passport,KYC00000280,06-06-2019,ACTIVE,Silver,Mumbai,Maharashtra,India,customer280@mail.com,-9911941380,27:44.8,Y
281,CUST000281,Customer_281,07-12-2004,F,Passport,KYC00000281,03-04-2022,ACTIVE,Silver,Bengaluru,Karnataka,India,customer281@mail.com,-9594592533,27:44.8,N
282,CUST000282,Customer_282,13-07-1996,M,Passport,KYC00000282,08-04-2019,ACTIVE,Platinum,Mumbai,Maharashtra,India,customer282@mail.com,-9550156075,27:44.8,Y
283,CUST000283,Customer_283,30-05-1993,M,PAN,KYC00000283,29-08-2024,ACTIVE,Gold,Mumbai,Maharashtra,India,customer283@mail.com,-9741866550,27:44.8,Y
284,CUST000284,Customer_284,24-02-1986,F,Aadhaar,KYC00000284,17-08-2020,ACTIVE,Silver,Mumbai,Maharashtra,India,customer284@mail.com,-9250469338,27:44.8,N
285,CUST000285,Customer_285,03-01-2010,F,Passport,KYC00000285,15-09-2024,ACTIVE,Silver,Mumbai,Maharashtra,India,customer285@mail.com,-9424017003,27:44.8,Y
286,CUST000286,Customer_286,20-07-2007,M,Aadhaar,KYC00000286,15-05-2021,ACTIVE,Silver,Hyderabad,Telangana,India,customer286@mail.com,-9697771432,27:44.8,Y
287,CUST000287,Customer_287,01-05-2003,F,PAN,KYC00000287,11-11-2021,INACTIVE,Platinum,Hyderabad,Telangana,India,customer287@mail.com,-9442238427,27:44.8,N
288,CUST000288,Customer_288,10-11-1990,F,Aadhaar,KYC00000288,24-01-2020,INACTIVE,Silver,Delhi,Delhi,India,customer288@mail.com,-9341961775,27:44.8,N
289,CUST000289,Customer_289,23-08-1990,F,PAN,KYC00000289,22-04-2024,INACTIVE,Gold,Hyderabad,Telangana,India,customer289@mail.com,-9698382005,27:44.8,Y
290,CUST000290,Customer_290,22-01-1995,F,PAN,KYC00000290,14-09-2021,ACTIVE,Gold,Delhi,Delhi,India,customer290@mail.com,-9498441336,27:44.8,Y
291,CUST000291,Customer_291,16-09-1992,M,Aadhaar,KYC00000291,25-03-2022,ACTIVE,Silver,Chennai,Tamil Nadu,India,customer291@mail.com,-9302038705,27:44.8,Y
292,CUST000292,Customer_292,15-07-1993,F,Aadhaar,KYC00000292,04-03-2018,ACTIVE,Silver,Delhi,Delhi,India,customer292@mail.com,-9896152849,27:44.8,Y
293,CUST000293,Customer_293,25-08-2005,M,Passport,KYC00000293,11-10-2024,ACTIVE,Gold,Hyderabad,Telangana,India,customer293@mail.com,-9356979568,27:44.8,N
294,CUST000294,Customer_294,29-03-2001,F,Passport,KYC00000294,11-04-2025,ACTIVE,Gold,Bengaluru,Karnataka,India,customer294@mail.com,-9380849570,27:44.8,N
295,CUST000295,Customer_295,22-06-2006,F,PAN,KYC00000295,07-02-2026,INACTIVE,Gold,Chennai,Tamil Nadu,India,customer295@mail.com,-9318106389,27:44.8,N
296,CUST000296,Customer_296,25-09-2002,M,Passport,KYC00000296,25-06-2020,ACTIVE,Silver,Bengaluru,Karnataka,India,customer296@mail.com,-9380003978,27:44.8,N
